"Name","Address","City_State_ZIP","ZIP","Number_of_Sites","Url","House.district","Senate.district","full_address","lat","long","County"
"Griffiths Mobile Home Park","4255 West Blanding Road,","Hanover, IL",61041,"Not found","https://www.mhvillage.com/parks/10667","89","45","4255 West Blanding Road, Hanover, IL 61041",42.2510886,-90.2960935,"Jo Daviess County"
"Woodland Valley Courts","1042 W Rush Rd,","Hanover, IL",61041,"Not found","https://www.mhvillage.com/parks/57872","89","45","1042 W Rush Rd, Hanover, IL 61041",42.206342,-90.2331947,"Jo Daviess County"
"Oak Lawn Mobile Home Park","13011 Office Drive,","Poplar Grove, IL",61065,"180","https://www.mhvillage.com/parks/10169","69","35","13011 Office Drive, Poplar Grove, IL 61065",42.3432324,-88.8521635,"Boone County"
"Town & Country Mobile Home Park","800 Treatment Plant Road,","Rochelle, IL",61068,"30","https://www.mhvillage.com/parks/11134","74","37","800 Treatment Plant Road, Rochelle, IL 61068",41.912802,-89.06965,"Ogle County"
"Sauk Valley Estates","1507 W Rock Falls Rd,","Rock Falls, IL",61071,"21","https://www.mhvillage.com/parks/127088","74","37","1507 W Rock Falls Rd, Rock Falls, IL 61071",41.771842,-89.710647,"Whiteside County"
"Riverside Mobile Estates","901 Regan Road,","Rock Falls, IL",61071,"400","https://www.mhvillage.com/parks/11552","74","37","901 Regan Road, Rock Falls, IL 61071",41.774852,-89.741186,"Whiteside County"
"Big Elm Mobile Home Park","502 Beech Street,","Savanna, IL",61074,"88","https://www.mhvillage.com/parks/10184","89","45","502 Beech Street, Savanna, IL 61074",42.0837659,-90.1240388,"Carroll County"
"Northgate Estates","236 Fischer Road,","South Beloit, IL",61080,"Not found","https://www.mhvillage.com/parks/11645","90","45","236 Fischer Road, South Beloit, IL 61080",42.4917703,-89.0795531,"Winnebago County"
"Woodlawn Trailer Court","1501 West 4th Street,","Sterling, IL",61081,"Not found","https://www.mhvillage.com/parks/11554","74","37","1501 West 4th Street, Sterling, IL 61081",41.79043,-89.718769,"Whiteside County"
"Country Air Mobile Home Estates","410 South Simmons Street,","Stockton, IL",61085,"44","https://www.mhvillage.com/parks/10669","89","45","410 South Simmons Street, Stockton, IL 61085",42.3485989,-90.0009508,"Jo Daviess County"
"J & J Mobile Home Park","240 E Carpenter Ave,","Stockton, IL",61085,"Not found","https://www.mhvillage.com/parks/57680","89","45","240 E Carpenter Ave, Stockton, IL 61085",42.3470268,-90.004871,"Jo Daviess County"
"Zink's Country Court","531 E Front Ave,","Stockton, IL",61085,"Not found","https://www.mhvillage.com/parks/107050","89","45","531 E Front Ave, Stockton, IL 61085",42.3499202,-90.0006332,"Jo Daviess County"
"Green Meadows Estates","4650 South Main Street,","Rockford, IL",61102,"384","https://www.mhvillage.com/parks/11629","67","34","4650 South Main Street, Rockford, IL 61102",42.2139569,-89.1086317,"Winnebago County"
"Green Meadows Estates","3263 Aquamarine Dr,","Rockford, IL",61102,"Not found","https://www.mhvillage.com/parks/98849","67","34","3263 Aquamarine Dr, Rockford, IL 61102",42.2106845,-89.1009729,"Winnebago County"
"Riverview Mobile Home Park","2530 S Main St,","Rockford, IL",61102,"96","https://www.mhvillage.com/parks/11638","67","34","2530 S Main St, Rockford, IL 61102",42.2446361,-89.1096609,"Winnebago County"
"Clark's Mobile Home Park","1500 Linda Avenue,","Rockford, IL",61102,"36","https://www.mhvillage.com/parks/11628","67","34","1500 Linda Avenue, Rockford, IL 61102",42.2385104,-89.117643,"Winnebago County"
"Ann's Mobile Home Park","3113 South Main Street,","Rockford, IL",61102,"Not found","https://www.mhvillage.com/parks/11623","67","34","3113 South Main Street, Rockford, IL 61102",42.2372803,-89.1088526,"Winnebago County"
"Cecka Mobile Home Park","7945 South Main Street,","Rockford, IL",61102,"Not found","https://www.mhvillage.com/parks/11627","67","34","7945 South Main Street, Rockford, IL 61102",42.219886,-89.1089637,"Winnebago County"
"Rockford Mobile Home Park","1028 Blue Lake Avenue,","Rockford, IL",61102,"Not found","https://www.mhvillage.com/parks/11639","67","34","1028 Blue Lake Avenue, Rockford, IL 61102",42.1873625,-89.1621149,"Winnebago County"
"Bill-Mar Heights","4846 11th Street,","Rockford, IL",61109,"70","https://www.mhvillage.com/parks/11626","67","34","4846 11th Street, Rockford, IL 61109",42.2127933,-89.0723229,"Winnebago County"
"Family Manufactured Home Community, LLC","1418 Sandy Hollow Road,","Rockford, IL",61109,"55","https://www.mhvillage.com/parks/11622","67","34","1418 Sandy Hollow Road, Rockford, IL 61109",42.2239056,-89.074712,"Winnebago County"
"Maple Leaf Mobile Home Park","2114 Windsor Road,","Loves Park, IL",61111,"Not found","https://www.mhvillage.com/parks/11618","67","34","2114 Windsor Road, Loves Park, IL 61111",42.3256478,-89.0256766,"Winnebago County"
"Forest View","11707 North 2nd Street,","Machesney Park, IL",61115,"331","https://www.mhvillage.com/parks/104511","90","45","11707 North 2nd Street, Machesney Park, IL 61115",42.3861555,-89.0182669,"Winnebago County"
"Bel-rock Mobile Home Park","1520 Glen Forest Drive,","Machesney Park, IL",61115,"Not found","https://www.mhvillage.com/parks/36902","90","45","1520 Glen Forest Drive, Machesney Park, IL 61115",42.3876529,-89.0203204,"Winnebago County"
"Phil-Aire Estates","917 Glen Forest Drive,","Machesney Park, IL",61115,"Not found","https://www.mhvillage.com/parks/36471","90","45","917 Glen Forest Drive, Machesney Park, IL 61115",42.387735,-89.0300086,"Winnebago County"
"Rainbow Lane Mobile Home Court","9305 North 2nd Street,","Machesney Park, IL",61115,"Not found","https://www.mhvillage.com/parks/11637","90","45","9305 North 2nd Street, Machesney Park, IL 61115",42.3619086,-89.038649,"Winnebago County"
"COCR Castle MHP, LLC Rock Island","2300 79th Avenue West,","Rock Island, IL",61201,"129","https://www.mhvillage.com/parks/11227","72","36","2300 79th Avenue West, Rock Island, IL 61201",41.441236,-90.60021,"Rock Island County"
"River Oaks Mobile Home Park","14415 Barstow Road,","Barstow, IL",61236,"50","https://www.mhvillage.com/parks/11202","71","36","14415 Barstow Road, Barstow, IL 61236",41.5123595,-90.3575453,"Rock Island County"
"Whispering Hills","905 East 3rd Ave,","Coal Valley, IL",61240,"50","https://www.mhvillage.com/parks/11671","71","36","905 East 3rd Ave, Coal Valley, IL 61240",41.4499749,-90.4512548,"Rock Island County"
"Candlelight MHP","1503 West 1st Avenue,","Coal Valley, IL",61240,"451","https://www.mhvillage.com/parks/11203","71","36","1503 West 1st Avenue, Coal Valley, IL 61240",41.4526289,-90.473444,"Rock Island County"
"Kershaw Mobile Home Park","605 W 1st Ave,","Colona, IL",61241,"108","https://www.mhvillage.com/parks/10577","71","36","605 W 1st Ave, Colona, IL 61241",41.4837044,-90.3664788,"Henry County"
"Willow Haven Mobile Home Community","1400 Cleveland Rd,","Colona, IL",61241,"110","https://www.mhvillage.com/parks/10579","71","36","1400 Cleveland Rd, Colona, IL 61241",41.4865341,-90.3350462,"Henry County"
"Mississippi Manufactured Housing Community","830 1st Avenue,","East Moline, IL",61244,"201","https://www.mhvillage.com/parks/11208","72","36","830 1st Avenue, East Moline, IL 61244",41.526507,-90.444554,"Rock Island County"
"Dunbar Mobile Home Park","1214 12th St,","Erie, IL",61250,"Not found","https://www.mhvillage.com/parks/107130","73","37","1214 12th St, Erie, IL 61250",41.6609633,-90.0782902,"Whiteside County"
"Fulton MHP and Self Storage MHC, LLC","518 24th Ave,","Fulton, IL",61252,"77","https://www.mhvillage.com/parks/11543","73","37","518 24th Ave, Fulton, IL 61252",41.8552691,-90.1637275,"Whiteside County"
"Maple City Mobile Home Park","1 Maple City Trailer Ct,","Geneseo, IL",61254,"39","https://www.mhvillage.com/parks/10582","73","37","1 Maple City Trailer Ct, Geneseo, IL 61254",41.4468505,-90.164244,"Henry County"
"Hillsdale Estates","700 Jackson St,","Hillsdale, IL",61257,"Not found","https://www.mhvillage.com/parks/106784","73","37","700 Jackson St, Hillsdale, IL 61257",41.6088923,-90.1715996,"Rock Island County"
"Valley Vista Estates","9581 Pine Drive,","Lyndon, IL",61261,"100","https://www.mhvillage.com/parks/11545","73","37","9581 Pine Drive, Lyndon, IL 61261",41.7229979,-89.9130323,"Whiteside County"
"High Cliff Estates","1701 2nd Street East,","Milan, IL",61264,"224","https://www.mhvillage.com/parks/11217","72","36","1701 2nd Street East, Milan, IL 61264",41.434506,-90.566187,"Rock Island County"
"Paradise Manor Mobile Estates","8619 Knoxville Road,","Milan, IL",61264,"78","https://www.mhvillage.com/parks/11220","71","36","8619 Knoxville Road, Milan, IL 61264",41.4331438,-90.5445329,"Rock Island County"
"Mill Creek Mobile Home Park","730 1st Avenue East,","Milan, IL",61264,"Not found","https://www.mhvillage.com/parks/11218","72","36","730 1st Avenue East, Milan, IL 61264",41.4528676,-90.553661,"Rock Island County"
"Oak Grove Mobile Home Park","10620 1st Street West,","Milan, IL",61264,"Not found","https://www.mhvillage.com/parks/11219","71","36","10620 1st Street West, Milan, IL 61264",41.4134402,-90.5708944,"Rock Island County"
"Shady Lane Mobile Home Park","652 10th Avenue West,","Milan, IL",61264,"Not found","https://www.mhvillage.com/parks/11221","72","36","652 10th Avenue West, Milan, IL 61264",41.4427932,-90.5769375,"Rock Island County"
"Cloverleaf Village","4515 34th Street,","Moline, IL",61265,"291","https://www.mhvillage.com/parks/11223","72","36","4515 34th Street, Moline, IL 61265",41.4686443,-90.4910291,"Rock Island County"
"L and G Mobile Home Park","3814 29th Street,","Moline, IL",61265,"Not found","https://www.mhvillage.com/parks/57813","72","36","3814 29th Street, Moline, IL 61265",41.4747696,-90.4976885,"Rock Island County"
"Falcon Farms","2507 214th Street North,","Port Byron, IL",61275,"215","https://www.mhvillage.com/parks/11678","72","36","2507 214th Street North, Port Byron, IL 61275",41.5399784,-90.3255428,"Rock Island County"
"Silvis Heights MHP","1309 1st St,","Silvis, IL",61282,"Not found","https://www.mhvillage.com/parks/107080","72","36","1309 1st St, Silvis, IL 61282",41.4962558,-90.4247021,"Rock Island County"
"Blossom Mobile Home Park","2705 Saint Vincents Avenue,","La Salle, IL",61301,"60","https://www.mhvillage.com/parks/10742","76","38","2705 Saint Vincents Avenue, La Salle, IL 61301",41.3561942,-89.0965042,"LaSalle County"
"The Meadows","16 West Wasson,","Amboy, IL",61310,"95","https://www.mhvillage.com/parks/10837","74","37","16 West Wasson, Amboy, IL 61310",41.7222883,-89.3350003,"Lee County"
"Whispering Pines Campground","2776 East 2625th Road,","Marseilles, IL",61341,"Not found","https://www.mhvillage.com/parks/10744","75","38","2776 East 2625th Road, Marseilles, IL 61341",41.335765,-88.664347,"LaSalle County"
"Mendota Mobile Home Park","111 South 13th Avenue,","Mendota, IL",61342,"75","https://www.mhvillage.com/parks/10752","74","37","111 South 13th Avenue, Mendota, IL 61342",41.5404483,-89.124833,"LaSalle County"
"Oglesby MHC","641 W Walnut St,","Oglesby, IL",61348,"40","https://www.mhvillage.com/parks/10753","76","38","641 W Walnut St, Oglesby, IL 61348",41.2949713,-89.0694547,"LaSalle County"
"The Oaks","312 California Ave,","Oglesby, IL",61348,"Not found","https://www.mhvillage.com/parks/57772","76","38","312 California Ave, Oglesby, IL 61348",41.2976791,-89.0541135,"LaSalle County"
"Starlight Mobile Home Park","1931 Champlain St,","Ottawa, IL",61350,"20","https://www.mhvillage.com/parks/10134","76","38","1931 Champlain St, Ottawa, IL 61350",41.3611963,-88.8269051,"LaSalle County"
"Kings Mobile Home Court","1001 Evans St,","Ottawa, IL",61350,"Not found","https://www.mhvillage.com/parks/57762","76","38","1001 Evans St, Ottawa, IL 61350",41.3612263,-88.8545803,"LaSalle County"
"Thrush Mobile Home Park","1626 Columbus St,","Ottawa, IL",61350,"Not found","https://www.mhvillage.com/parks/57759","76","38","1626 Columbus St, Ottawa, IL 61350",41.3565857,-88.841333,"LaSalle County"
"Hillview Mobile Home Park","333 Hillview Drive,","Princeton, IL",61356,"78","https://www.mhvillage.com/parks/11662","73","37","333 Hillview Drive, Princeton, IL 61356",41.3720759,-89.4873537,"Bureau County"
"The Grove Mobile Home Pak","Briar Lane,","Princeton, IL",61356,"43","https://www.mhvillage.com/parks/10175","73","37","Briar Lane, Princeton, IL 61356",41.3779114,-89.4877303,"Bureau County"
"Green Tree Mobile Home Park","430 Crotty Ln,","Seneca, IL",61360,"Not found","https://www.mhvillage.com/parks/106876","75","38","430 Crotty Ln, Seneca, IL 61360",41.3188071,-88.613181,"LaSalle County"
"Independence Mh Community","427 W Frech St,","Streator, IL",61364,"15","https://www.mhvillage.com/parks/57677","106","53","427 W Frech St, Streator, IL 61364",41.1399703,-88.8417711,"LaSalle County"
"Kimberly Terrace","3053 Grand Ave.,","Galesburg, IL",61401,"129","https://www.mhvillage.com/parks/10729","71","36","3053 Grand Ave., Galesburg, IL 61401",40.9398889,-90.3437971,"Knox County"
"Century Mobile home Estates","701 Wisconsin Avenue,","Galesburg, IL",61401,"Not found","https://www.mhvillage.com/parks/10726","71","36","701 Wisconsin Avenue, Galesburg, IL 61401",40.93723,-90.333465,"Knox County"
"Country Air Mobile Park","835 Wisconsin Avenue,","Galesburg, IL",61401,"Not found","https://www.mhvillage.com/parks/10727","71","36","835 Wisconsin Avenue, Galesburg, IL 61401",40.9369224,-90.3335074,"Knox County"
"Swing's Mobile Estates","2135 Swing Boulevard,","Galesburg, IL",61401,"Not found","https://www.mhvillage.com/parks/10733","71","36","2135 Swing Boulevard, Galesburg, IL 61401",40.9302637,-90.4037646,"Knox County"
"Sandburg Lake Estates","80 Herring Avenue,","Galesburg, IL",61401,"200","https://www.mhvillage.com/parks/10732","71","36","80 Herring Avenue, Galesburg, IL 61401",40.9439722,-90.4194313,"Knox County"
"Rolling Meadows Mobile Home Park","301 East Street,","Abingdon, IL",61410,"72","https://www.mhvillage.com/parks/10724","94","47","301 East Street, Abingdon, IL 61410",40.801443,-90.394249,"Knox County"
"Bushnell Country Gardens","601 E Osborne St,","Bushnell, IL",61422,"64","https://www.mhvillage.com/parks/27867","71","36","601 E Osborne St, Bushnell, IL 61422",40.553696,-90.498563,"McDonough County"
"Sentry Estates","921 SE 2nd St,","Galva, IL",61434,"Not found","https://www.mhvillage.com/parks/57897","93","47","921 SE 2nd St, Galva, IL 61434",41.1640848,-90.0303756,"Henry County"
"Southwind Mobile Estates","602 Cole Street,","Kewanee, IL",61443,"72","https://www.mhvillage.com/parks/10585","93","47","602 Cole Street, Kewanee, IL 61443",41.2491893,-89.9019162,"Henry County"
"East Main Trailer Park","1008 E Main St,","Knoxville, IL",61448,"Not found","https://www.mhvillage.com/parks/57847","71","36","1008 E Main St, Knoxville, IL 61448",40.9078215,-90.2642614,"Knox County"
"Kiljordan Meadows","1601 East Jackson Street,","Macomb, IL",61455,"173","https://www.mhvillage.com/parks/11034","71","36","1601 East Jackson Street, Macomb, IL 61455",40.4585803,-90.6519302,"McDonough County"
"Greenview Estates Mobile Home Park","1400 South Johnson Street,","Macomb, IL",61455,"79","https://www.mhvillage.com/parks/11031","94","47","1400 South Johnson Street, Macomb, IL 61455",40.4417708,-90.6759659,"McDonough County"
"Derry's Mobile Home Court","1513 East Jackson Street,","Macomb, IL",61455,"Not found","https://www.mhvillage.com/parks/11030","71","36","1513 East Jackson Street, Macomb, IL 61455",40.4585803,-90.6519302,"McDonough County"
"Heaps Mobile Home Park","1718 W Jackson St,","Macomb, IL",61455,"Not found","https://www.mhvillage.com/parks/57832","71","36","1718 W Jackson St, Macomb, IL 61455",40.4592191,-90.698877,"McDonough County"
"Moon Valley Mobile Park","836 N Randolph St,","Macomb, IL",61455,"Not found","https://www.mhvillage.com/parks/57831","71","36","836 N Randolph St, Macomb, IL 61455",40.4676436,-90.6701069,"McDonough County"
"Shade Tree Village Mobile Home Park","1507 East Jackson Street,","Macomb, IL",61455,"Not found","https://www.mhvillage.com/parks/11028","71","36","1507 East Jackson Street, Macomb, IL 61455",40.4585803,-90.6519302,"McDonough County"
"Washington Park MHP","1215 E Washington St,","Macomb, IL",61455,"Not found","https://www.mhvillage.com/parks/106992","71","36","1215 E Washington St, Macomb, IL 61455",40.4573646,-90.6559959,"McDonough County"
"Western Mobile Home Park","821 South Ward Street,","Macomb, IL",61455,"Not found","https://www.mhvillage.com/parks/11039","71","36","821 South Ward Street, Macomb, IL 61455",40.4533175,-90.6853573,"McDonough County"
"E-Z Mobile Home Park","1302 South Main Street,","Monmouth, IL",61462,"20","https://www.mhvillage.com/parks/11519","71","36","1302 South Main Street, Monmouth, IL 61462",40.8972351,-90.6487414,"Warren County"
"Cokel's Mobile Home Park","1020 West 6th Avenue,","Monmouth, IL",61462,"Not found","https://www.mhvillage.com/parks/11518","71","36","1020 West 6th Avenue, Monmouth, IL 61462",40.9058896,-90.6598374,"Warren County"
"W J Mobile Home Park","524 E Jefferson St,","Toulon, IL",61483,"Not found","https://www.mhvillage.com/parks/57663","93","47","524 E Jefferson St, Toulon, IL 61483",41.0927608,-89.8571736,"Stark County"
"Woodland Hills Land Lease Community","1100 W Locust St.,","Canton, IL",61520,"131","https://www.mhvillage.com/parks/10534","94","47","1100 W Locust St., Canton, IL 61520",40.56032,-90.060864,"Fulton County"
"Five Sisters Trailer Park","205 N Ave I,","Canton, IL",61520,"Not found","https://www.mhvillage.com/parks/10527","94","47","205 N Ave I, Canton, IL 61520",40.5582086,-90.0571686,"Fulton County"
